query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature241,NZ_AP026110.1,100.0,100.0,81,1,81,2161006,2160926
Feature244,NZ_AP026110.1,100.0,100.0,90,1,90,1668176,1668087
Feature245,NZ_AP026110.1,100.0,100.0,81,1,81,1749295,1749215
Feature246,NZ_AP026110.1,100.0,100.0,100,1,100,1676934,1677033
Feature247,NZ_AP026110.1,100.0,100.0,92,1,92,924735,924644
Feature248,NZ_AP026110.1,100.0,100.0,92,1,92,1678366,1678457
Feature249,NZ_AP026110.1,100.0,100.0,100,1,100,1206962,1207061
Feature249,NZ_AP026110.1,100.0,100.0,100,1,100,2746946,2746847
Feature253,NZ_AP026110.1,100.0,100.0,98,1,98,1667847,1667944
Feature255,NZ_AP026110.1,100.0,100.0,100,1,100,1679930,1679831
Feature255,NZ_AP026110.1,100.0,100.0,100,1,100,2511394,2511493
Feature256,NZ_AP026110.1,100.0,100.0,91,1,91,2783537,2783627
Feature257,NZ_AP026110.1,100.0,100.0,99,1,99,1499726,1499628
Feature261,NZ_AP026110.1,100.0,100.0,94,1,94,349389,349296
Feature265,NZ_AP026110.1,100.0,100.0,100,1,100,3077708,3077609
Feature266,NZ_AP026110.1,100.0,100.0,100,1,100,924697,924796
Feature266,NZ_AP026110.1,100.0,100.0,100,1,100,2160965,2160866
Feature268,NZ_AP026110.1,100.0,100.0,87,1,87,1755176,1755262
Feature271,NZ_AP026110.1,100.0,100.0,100,1,100,1205000,1204901
Feature271,NZ_AP026110.1,100.0,100.0,100,1,100,2493479,2493578
Feature271,NZ_AP026110.1,100.0,100.0,100,1,100,2748908,2749007
Feature272,NZ_AP026110.1,100.0,100.0,84,1,84,924736,924653
Feature273,NZ_AP026110.1,100.0,100.0,84,1,84,924643,924726
Feature274,NZ_AP026110.1,100.0,100.0,85,1,85,905971,906055
Feature275,NZ_AP026110.1,100.0,100.0,100,1,100,2783680,2783779
Feature278,NZ_AP026110.1,100.0,100.0,90,1,90,3076483,3076394
Feature282,NZ_AP026110.1,100.0,100.0,88,1,88,3390645,3390732
Feature289,NZ_AP026110.1,100.0,100.0,100,1,100,1695744,1695645
Feature291,NZ_AP026110.1,100.0,100.0,97,1,97,1190503,1190407
Feature295,NZ_AP026110.1,100.0,100.0,100,1,100,3390813,3390714
Feature298,NZ_AP026110.1,100.0,100.0,88,1,88,3077684,3077597
Feature299,NZ_AP026110.1,100.0,100.0,97,1,97,1175920,1175824
Feature300,NZ_AP026110.1,100.0,100.0,100,1,100,2744309,2744408
Feature301,NZ_AP026110.1,100.0,100.0,100,1,100,1204682,1204781
Feature301,NZ_AP026110.1,100.0,100.0,100,1,100,2493797,2493698
Feature301,NZ_AP026110.1,100.0,100.0,100,1,100,2749226,2749127
Feature302,NZ_AP026110.1,100.0,100.0,98,1,98,1703358,1703261
Feature302,NZ_AP026110.1,100.0,100.0,98,1,98,2487557,2487654
Feature304,NZ_AP026110.1,100.0,100.0,90,1,90,2750292,2750203
Feature305,NZ_AP026110.1,100.0,100.0,100,1,100,1667852,1667951
Feature307,NZ_AP026110.1,100.0,100.0,92,1,92,2514346,2514255
Feature309,NZ_AP026110.1,100.0,100.0,100,1,100,1674346,1674445
Feature310,NZ_AP026110.1,100.0,100.0,100,1,100,1204981,1204882
Feature310,NZ_AP026110.1,100.0,100.0,100,1,100,2493498,2493597
Feature310,NZ_AP026110.1,100.0,100.0,100,1,100,2748927,2749026
Feature312,NZ_AP026110.1,100.0,100.0,89,1,89,2782012,2782100
Feature313,NZ_AP026110.1,100.0,100.0,98,1,98,2783530,2783627
Feature318,NZ_AP026110.1,100.0,100.0,94,1,94,1668180,1668087
Feature320,NZ_AP026110.1,100.0,100.0,91,1,91,1749305,1749215
Feature321,NZ_AP026110.1,100.0,100.0,100,1,100,1677040,1676941
Feature323,NZ_AP026110.1,100.0,100.0,100,1,100,3077641,3077740
Feature328,NZ_AP026110.1,100.0,100.0,100,1,100,3076475,3076376
Feature331,NZ_AP026110.1,100.0,100.0,91,1,91,2764007,2763917
Feature333,NZ_AP026110.1,100.0,100.0,92,1,92,3076473,3076382
Feature335,NZ_AP026110.1,100.0,100.0,100,1,100,1695734,1695635
Feature337,NZ_AP026110.1,100.0,100.0,100,1,100,1696275,1696374
Feature338,NZ_AP026110.1,100.0,100.0,100,1,100,2744902,2744803
Feature339,NZ_AP026110.1,100.0,100.0,84,1,84,5005871,5005954
Feature340,NZ_AP026110.1,100.0,100.0,100,1,100,3055227,3055128
Feature342,NZ_AP026110.1,100.0,100.0,93,1,93,924643,924735
Feature346,NZ_AP026110.1,100.0,100.0,100,1,100,2783431,2783530
Feature347,NZ_AP026110.1,100.0,100.0,85,1,85,924740,924656
Feature347,NZ_AP026110.1,100.0,100.0,85,1,85,2160922,2161006
Feature348,NZ_AP026110.1,100.0,100.0,97,1,97,2126906,2126810
Feature352,NZ_AP026110.1,100.0,100.0,92,1,92,1668180,1668089
Feature353,NZ_AP026110.1,100.0,100.0,94,1,94,1667914,1667821
Feature354,NZ_AP026110.1,100.0,100.0,100,1,100,4342131,4342032
Feature358,NZ_AP026110.1,100.0,100.0,100,1,100,1755023,1754924
Feature358,NZ_AP026110.1,100.0,100.0,100,1,100,5008057,5007958
Feature364,NZ_AP026110.1,100.0,100.0,82,1,82,924734,924653
Feature369,NZ_AP026110.1,100.0,100.0,100,1,100,1695715,1695616
Feature370,NZ_AP026110.1,100.0,100.0,95,1,95,1204670,1204764
Feature370,NZ_AP026110.1,100.0,100.0,95,1,95,2493809,2493715
Feature370,NZ_AP026110.1,100.0,100.0,95,1,95,2749238,2749144
Feature371,NZ_AP026110.1,100.0,100.0,100,1,100,1679929,1679830
Feature371,NZ_AP026110.1,100.0,100.0,100,1,100,2511395,2511494
Feature376,NZ_AP026110.1,100.0,100.0,87,1,87,2783541,2783627
Feature377,NZ_AP026110.1,100.0,100.0,98,1,98,1746920,1746823
Feature381,NZ_AP026110.1,100.0,100.0,87,1,87,1669166,1669252
Feature382,NZ_AP026110.1,100.0,100.0,100,1,100,3076474,3076375
Feature383,NZ_AP026110.1,100.0,100.0,94,1,94,1755261,1755168
Feature384,NZ_AP026110.1,100.0,100.0,87,1,87,2783539,2783625
Feature386,NZ_AP026110.1,100.0,100.0,82,1,82,924735,924654
Feature391,NZ_AP026110.1,100.0,100.0,100,1,100,3077710,3077809
Feature394,NZ_AP026110.1,100.0,100.0,96,1,96,1698039,1697944
Feature398,NZ_AP026110.1,100.0,100.0,91,1,91,2935236,2935146
Feature399,NZ_AP026110.1,100.0,100.0,98,1,98,1666916,1667013
Feature400,NZ_AP026110.1,100.0,100.0,100,1,100,1667244,1667343
Feature403,NZ_AP026110.1,100.0,100.0,89,1,89,905967,906055
Feature405,NZ_AP026110.1,100.0,100.0,100,1,100,1204655,1204754
Feature405,NZ_AP026110.1,100.0,100.0,100,1,100,2493824,2493725
Feature405,NZ_AP026110.1,100.0,100.0,100,1,100,2749253,2749154
Feature408,NZ_AP026110.1,100.0,100.0,93,1,93,2126810,2126902
Feature409,NZ_AP026110.1,100.0,100.0,87,1,87,2486164,2486078
Feature409,NZ_AP026110.1,100.0,100.0,87,1,87,2742207,2742121
Feature413,NZ_AP026110.1,100.0,100.0,100,1,100,3078060,3077961
Feature416,NZ_AP026110.1,100.0,100.0,88,1,88,1207385,1207298
Feature416,NZ_AP026110.1,100.0,100.0,88,1,88,2746523,2746610
Feature417,NZ_AP026110.1,100.0,100.0,100,1,100,1710500,1710401
Feature419,NZ_AP026110.1,100.0,100.0,93,1,93,2514346,2514254
Feature425,NZ_AP026110.1,100.0,100.0,89,1,89,3781650,3781562
Feature432,NZ_AP026110.1,100.0,100.0,100,1,100,415395,415296
Feature437,NZ_AP026110.1,100.0,100.0,100,1,100,1710504,1710405
Feature439,NZ_AP026110.1,100.0,100.0,100,1,100,1755262,1755163
Feature441,NZ_AP026110.1,100.0,100.0,100,1,100,1746816,1746915
Feature444,NZ_AP026110.1,100.0,100.0,100,1,100,1204757,1204658
Feature444,NZ_AP026110.1,100.0,100.0,100,1,100,2493722,2493821
Feature444,NZ_AP026110.1,100.0,100.0,100,1,100,2749151,2749250
Feature452,NZ_AP026110.1,100.0,100.0,92,1,92,2511264,2511355
Feature453,NZ_AP026110.1,100.0,100.0,100,1,100,3078062,3077963
Feature455,NZ_AP026110.1,100.0,100.0,100,1,100,1204672,1204771
Feature455,NZ_AP026110.1,100.0,100.0,100,1,100,2493807,2493708
Feature455,NZ_AP026110.1,100.0,100.0,100,1,100,2749236,2749137
Feature457,NZ_AP026110.1,100.0,100.0,100,1,100,2783403,2783502
Feature458,NZ_AP026110.1,100.0,100.0,99,1,99,1667948,1667850
Feature459,NZ_AP026110.1,100.0,100.0,100,1,100,5070602,5070701
Feature460,NZ_AP026110.1,100.0,100.0,100,1,100,1212674,1212773
Feature460,NZ_AP026110.1,100.0,100.0,100,1,100,1212815,1212914
Feature460,NZ_AP026110.1,100.0,100.0,100,1,100,2484916,2484817
Feature460,NZ_AP026110.1,100.0,100.0,100,1,100,2485057,2484958
Feature460,NZ_AP026110.1,100.0,100.0,100,1,100,2485198,2485099
Feature462,NZ_AP026110.1,100.0,100.0,100,1,100,1204684,1204783
Feature462,NZ_AP026110.1,100.0,100.0,100,1,100,2493795,2493696
Feature462,NZ_AP026110.1,100.0,100.0,100,1,100,2749224,2749125
Feature464,NZ_AP026110.1,100.0,100.0,100,1,100,1679923,1679824
Feature464,NZ_AP026110.1,100.0,100.0,100,1,100,2511401,2511500
Feature465,NZ_AP026110.1,100.0,100.0,83,1,83,1745363,1745445
Feature466,NZ_AP026110.1,100.0,100.0,100,1,100,3077800,3077701
Feature467,NZ_AP026110.1,100.0,100.0,100,1,100,1204869,1204968
Feature467,NZ_AP026110.1,100.0,100.0,100,1,100,2493610,2493511
Feature467,NZ_AP026110.1,100.0,100.0,100,1,100,2749039,2748940
Feature468,NZ_AP026110.1,100.0,100.0,100,1,100,2744901,2744802
Feature469,NZ_AP026110.1,100.0,100.0,86,1,86,1755176,1755261
Feature470,NZ_AP026110.1,100.0,100.0,92,1,92,1205001,1204910
Feature470,NZ_AP026110.1,100.0,100.0,92,1,92,2493478,2493569
Feature470,NZ_AP026110.1,100.0,100.0,92,1,92,2748907,2748998
Feature471,NZ_AP026110.1,100.0,100.0,100,1,100,1499657,1499756
Feature472,NZ_AP026110.1,100.0,100.0,94,1,94,2513196,2513103
Feature473,NZ_AP026110.1,100.0,100.0,84,1,84,1667933,1667850
Feature474,NZ_AP026110.1,100.0,100.0,89,1,89,1755168,1755256
Feature477,NZ_AP026110.1,100.0,100.0,92,1,92,924751,924660
Feature477,NZ_AP026110.1,100.0,100.0,92,1,92,2160911,2161002
Feature478,NZ_AP026110.1,100.0,100.0,100,1,100,2514346,2514247
Feature483,NZ_AP026110.1,100.0,100.0,87,1,87,1667915,1667829
Feature484,NZ_AP026110.1,100.0,100.0,100,1,100,2783516,2783417
Feature489,NZ_AP026110.1,100.0,100.0,100,1,100,1667825,1667924
Feature490,NZ_AP026110.1,100.0,100.0,100,1,100,1205169,1205268
Feature490,NZ_AP026110.1,100.0,100.0,100,1,100,2493310,2493211
Feature490,NZ_AP026110.1,100.0,100.0,100,1,100,2748739,2748640
Feature494,NZ_AP026110.1,100.0,100.0,84,1,84,1204753,1204670
Feature494,NZ_AP026110.1,100.0,100.0,84,1,84,2493726,2493809
Feature494,NZ_AP026110.1,100.0,100.0,84,1,84,2749155,2749238
Feature497,NZ_AP026110.1,100.0,100.0,100,1,100,1204759,1204660
Feature497,NZ_AP026110.1,100.0,100.0,100,1,100,2493720,2493819
Feature497,NZ_AP026110.1,100.0,100.0,100,1,100,2749149,2749248
Feature503,NZ_AP026110.1,100.0,100.0,92,1,92,2514345,2514254
Feature504,NZ_AP026110.1,100.0,100.0,100,1,100,3077783,3077684
Feature507,NZ_AP026110.1,100.0,100.0,94,1,94,1698037,1697944
Feature508,NZ_AP026110.1,100.0,100.0,100,1,100,1702018,1702117
Feature511,NZ_AP026110.1,100.0,100.0,100,1,100,1188249,1188150
Feature512,NZ_AP026110.1,100.0,100.0,100,1,100,1679835,1679934
Feature512,NZ_AP026110.1,100.0,100.0,100,1,100,2511489,2511390
Feature513,NZ_AP026110.1,100.0,100.0,100,1,100,3077828,3077729
Feature515,NZ_AP026110.1,100.0,100.0,91,1,91,2514345,2514255
Feature518,NZ_AP026110.1,100.0,100.0,83,1,83,1703343,1703261
Feature518,NZ_AP026110.1,100.0,100.0,83,1,83,2487572,2487654
Feature520,NZ_AP026110.1,100.0,100.0,80,1,80,3077654,3077733
Feature524,NZ_AP026111.1,100.0,100.0,80,1,80,22289,22368
Feature526,NZ_AP026110.1,100.0,100.0,100,1,100,1212764,1212665
Feature526,NZ_AP026110.1,100.0,100.0,100,1,100,1212905,1212806
Feature526,NZ_AP026110.1,100.0,100.0,100,1,100,2484826,2484925
Feature526,NZ_AP026110.1,100.0,100.0,100,1,100,2484967,2485066
Feature526,NZ_AP026110.1,100.0,100.0,100,1,100,2485108,2485207
Feature527,NZ_AP026110.1,100.0,100.0,100,1,100,3076473,3076374
Feature529,NZ_AP026110.1,100.0,100.0,100,1,100,2744826,2744925
Feature532,NZ_AP026110.1,100.0,100.0,97,1,97,2514243,2514339
Feature533,NZ_AP026110.1,100.0,100.0,100,1,100,1695705,1695606
Feature534,NZ_AP026110.1,100.0,100.0,100,1,100,2514245,2514344
Feature536,NZ_AP026110.1,100.0,100.0,94,1,94,924753,924660
Feature536,NZ_AP026110.1,100.0,100.0,94,1,94,2160909,2161002
Feature537,NZ_AP026110.1,100.0,100.0,86,1,86,906213,906298
Feature539,NZ_AP026110.1,100.0,100.0,100,1,100,1710502,1710403
Feature540,NZ_AP026110.1,100.0,100.0,96,1,96,2514346,2514251
Feature541,NZ_AP026110.1,100.0,100.0,100,1,100,4506760,4506661
Feature545,NZ_AP026110.1,100.0,100.0,100,1,100,1204669,1204768
Feature545,NZ_AP026110.1,100.0,100.0,100,1,100,2493810,2493711
Feature545,NZ_AP026110.1,100.0,100.0,100,1,100,2749239,2749140
Feature548,NZ_AP026110.1,100.0,100.0,84,1,84,1755176,1755259
Feature552,NZ_AP026110.1,100.0,100.0,100,1,100,3077765,3077666
Feature553,NZ_AP026110.1,100.0,100.0,86,1,86,924735,924650
Feature555,NZ_AP026110.1,100.0,100.0,95,1,95,3077801,3077707
Feature556,NZ_AP026110.1,100.0,100.0,92,1,92,906306,906215
Feature558,NZ_AP026110.1,100.0,100.0,95,1,95,1205148,1205242
Feature558,NZ_AP026110.1,100.0,100.0,95,1,95,2493331,2493237
Feature558,NZ_AP026110.1,100.0,100.0,95,1,95,2748760,2748666
Feature560,NZ_AP026110.1,100.0,100.0,88,1,88,1499626,1499539
Feature561,NZ_AP026110.1,100.0,100.0,91,1,91,1669162,1669252
Feature564,NZ_AP026110.1,100.0,100.0,100,1,100,3076476,3076377
Feature565,NZ_AP026110.1,100.0,100.0,100,1,100,1499634,1499733
Feature567,NZ_AP026110.1,100.0,100.0,100,1,100,1212760,1212661
Feature567,NZ_AP026110.1,100.0,100.0,100,1,100,1212901,1212802
Feature567,NZ_AP026110.1,100.0,100.0,100,1,100,2484830,2484929
Feature567,NZ_AP026110.1,100.0,100.0,100,1,100,2484971,2485070
Feature567,NZ_AP026110.1,100.0,100.0,100,1,100,2485112,2485211
Feature569,NZ_AP026110.1,100.0,100.0,100,1,100,1212413,1212314
Feature573,NZ_AP026110.1,100.0,100.0,89,1,89,1755261,1755173
Feature574,NZ_AP026110.1,100.0,100.0,95,1,95,1668082,1668176
Feature577,NZ_AP026110.1,100.0,100.0,100,1,100,3077808,3077709
Feature598,NZ_AP026110.1,100.0,100.0,100,1,100,1746914,1746815
Feature601,NZ_AP026110.1,100.0,100.0,100,1,100,2744785,2744884
Feature607,NZ_AP026110.1,100.0,100.0,100,1,100,3077726,3077825
Feature611,NZ_AP026110.1,100.0,100.0,100,1,100,3077720,3077819
Feature614,NZ_AP026110.1,100.0,100.0,100,1,100,1204767,1204668
Feature614,NZ_AP026110.1,100.0,100.0,100,1,100,2493712,2493811
Feature614,NZ_AP026110.1,100.0,100.0,100,1,100,2749141,2749240
Feature617,NZ_AP026110.1,100.0,100.0,95,1,95,1710404,1710498
Feature620,NZ_AP026110.1,100.0,100.0,100,1,100,2744825,2744924
Feature621,NZ_AP026110.1,100.0,100.0,100,1,100,924764,924665
Feature621,NZ_AP026110.1,100.0,100.0,100,1,100,2160898,2160997
Feature625,NZ_AP026110.1,100.0,100.0,100,1,100,1212772,1212673
Feature625,NZ_AP026110.1,100.0,100.0,100,1,100,1212913,1212814
Feature625,NZ_AP026110.1,100.0,100.0,100,1,100,2484818,2484917
Feature625,NZ_AP026110.1,100.0,100.0,100,1,100,2484959,2485058
Feature625,NZ_AP026110.1,100.0,100.0,100,1,100,2485100,2485199
Feature630,NZ_AP026110.1,100.0,100.0,100,1,100,1755154,1755253
